"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"00362400";"CALLE                   ";"DEL   ";"HIERRO                                          ";"impar";"NUM";"000001";"  ";"000021";"  ";"28045";"N/D"
"00362400";"CALLE                   ";"DEL   ";"HIERRO                                          ";"impar";"NUM";"000023";"  ";"009999";"  ";"28045";"N/D"
"00362400";"CALLE                   ";"DEL   ";"HIERRO                                          ";"par  ";"NUM";"000002";"  ";"000004";"  ";"28045";"N/D"
"00362400";"CALLE                   ";"DEL   ";"HIERRO                                          ";"par  ";"NUM";"000006";"  ";"009998";"  ";"28045";"N/D"
"00362500";"CALLE                   ";"DE    ";"HIGINIO RODRIGUEZ                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"N/D"
"00362500";"CALLE                   ";"DE    ";"HIGINIO RODRIGUEZ                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"impar";"NUM";"000001";"  ";"000027";"  ";"28011";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"impar";"NUM";"000029";"  ";"000049";"  ";"28011";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"impar";"NUM";"000051";"  ";"009999";"  ";"28047";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"par  ";"NUM";"000002";"  ";"000010";"  ";"28011";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"par  ";"NUM";"000012";"  ";"000026";"  ";"28011";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"par  ";"NUM";"000028";"  ";"000040";"  ";"28047";"N/D"
"00362700";"CALLE                   ";"DE LAS";"HIGUERAS                                        ";"par  ";"NUM";"000042";"  ";"009998";"  ";"28047";"N/D"
"00362800";"CALLE                   ";"DE LAS";"HIJAS DE JESUS                                  ";"impar";"NUM";"000001";"  ";"000009";"  ";"28026";"N/D"
"00362800";"CALLE                   ";"DE LAS";"HIJAS DE JESUS                                  ";"impar";"NUM";"000011";"  ";"009999";"  ";"28026";"N/D"
"00362800";"CALLE                   ";"DE LAS";"HIJAS DE JESUS                                  ";"par  ";"NUM";"000002";"  ";"000010";"  ";"28026";"N/D"
"00362800";"CALLE                   ";"DE LAS";"HIJAS DE JESUS                                  ";"par  ";"NUM";"000012";"  ";"009998";"  ";"28026";"N/D"
"00362900";"PLAZA                   ";"DE LAS";"HILANDERAS                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00362900";"PLAZA                   ";"DE LAS";"HILANDERAS                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00363000";"CALLE                   ";"DE    ";"HILARIO SANGRADOR                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
"00363000";"CALLE                   ";"DE    ";"HILARIO SANGRADOR                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28011";"N/D"
"00363100";"CALLE                   ";"DE    ";"HILARION ESLAVA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28015";"N/D"
"00363100";"CALLE                   ";"DE    ";"HILARION ESLAVA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28015";"N/D"
"00363200";"CALLE                   ";"DE LAS";"HILERAS                                         ";"impar";"NUM";"000001";"  ";"000013";"  ";"28013";"N/D"
"00363200";"CALLE                   ";"DE LAS";"HILERAS                                         ";"impar";"NUM";"000015";"  ";"009999";"  ";"28013";"N/D"
"00363200";"CALLE                   ";"DE LAS";"HILERAS                                         ";"par  ";"NUM";"000002";"  ";"000012";"  ";"28013";"N/D"
"00363200";"CALLE                   ";"DE LAS";"HILERAS                                         ";"par  ";"NUM";"000014";"  ";"009998";"  ";"28013";"N/D"
"00363300";"CALLE                   ";"DE    ";"HINOJAL                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00363300";"CALLE                   ";"DE    ";"HINOJAL                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00363500";"CALLE                   ";"DE    ";"GREGORIO LOPEZ MADERA                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00363500";"CALLE                   ";"DE    ";"GREGORIO LOPEZ MADERA                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00363575";"CALLE                   ";"DE    ";"HIPOLITO ARAGONES                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28055";"N/D"
"00363575";"CALLE                   ";"DE    ";"HIPOLITO ARAGONES                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28055";"N/D"
"00363650";"AVENIDA                 ";"DE LA ";"HISPANIDAD                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28042";"N/D"
"00363650";"AVENIDA                 ";"DE LA ";"HISPANIDAD                                      ";"par  ";"NUM";"000002";"  ";"000010";"  ";"28042";"N/D"
"00363650";"AVENIDA                 ";"DE LA ";"HISPANIDAD                                      ";"par  ";"NUM";"000012";"  ";"000012";"  ";"28042";"N/D"
"00363650";"AVENIDA                 ";"DE LA ";"HISPANIDAD                                      ";"par  ";"NUM";"000014";"  ";"009998";"  ";"28042";"N/D"
"00363660";"CALLE                   ";"DEL   ";"HOGAR DE BELEN                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00363660";"CALLE                   ";"DEL   ";"HOGAR DE BELEN                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00363800";"CALLE                   ";"DE LA ";"HOJALATERIA                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28037";"N/D"
"00363800";"CALLE                   ";"DE LA ";"HOJALATERIA                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28037";"N/D"
"00363900";"CALLE                   ";"DE    ";"HOMERO                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28007";"N/D"
"00363900";"CALLE                   ";"DE    ";"HOMERO                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28007";"N/D"
"00363975";"CALLE                   ";"DE    ";"HONDURAS                                        ";"impar";"NUM";"000001";"  ";"000003";"  ";"28036";"N/D"
"00363975";"CALLE                   ";"DE    ";"HONDURAS                                        ";"impar";"NUM";"000005";"  ";"009999";"  ";"28016";"N/D"
"00363975";"CALLE                   ";"DE    ";"HONDURAS                                        ";"par  ";"NUM";"000002";"  ";"000002";"  ";"28036";"N/D"
"00363975";"CALLE                   ";"DE    ";"HONDURAS                                        ";"par  ";"NUM";"000004";"  ";"009998";"  ";"28016";"N/D"
"00364100";"CALLE                   ";"DE    ";"HONTANARES                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"00364100";"CALLE                   ";"DE    ";"HONTANARES                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"00364250";"CALLE                   ";"DE    ";"HONTORIA DEL PINAR                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28033";"N/D"
"00364250";"CALLE                   ";"DE    ";"HONTORIA DEL PINAR                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28033";"N/D"
"00364300";"CALLE                   ";"DE    ";"HORCAJO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00364300";"CALLE                   ";"DE    ";"HORCAJO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00364500";"CALLE                   ";"DE    ";"HORCAJUELO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"N/D"
"00364500";"CALLE                   ";"DE    ";"HORCAJUELO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"N/D"
"00364600";"CALLE                   ";"DE    ";"HORCHE                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00364600";"CALLE                   ";"DE    ";"HORCHE                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"impar";"NUM";"000001";"  ";"000117";"  ";"28031";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"impar";"NUM";"000119";"  ";"000139";"  ";"28031";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"impar";"NUM";"000141";"  ";"009999";"  ";"28031";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"par  ";"NUM";"000002";"  ";"000110";"  ";"28031";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"par  ";"NUM";"000112";"  ";"000136";"  ";"28031";"N/D"
"00364900";"CAMINO                  ";"DE LAS";"HORMIGUERAS                                     ";"par  ";"NUM";"000138";"  ";"009998";"  ";"28031";"N/D"
"00365000";"CALLE                   ";"DE    ";"HORNACHOS                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00365000";"CALLE                   ";"DE    ";"HORNACHOS                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00365100";"CALLE                   ";"DEL   ";"HORNERO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28019";"N/D"
"00365100";"CALLE                   ";"DEL   ";"HORNERO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28019";"N/D"
"00365200";"CALLE                   ";"DE LOS";"HORNILLOS                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28043";"N/D"
"00365200";"CALLE                   ";"DE LOS";"HORNILLOS                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28043";"N/D"
"00365250";"CALLE                   ";"DEL   ";"HORNO DE LABRADORES                             ";"impar";"NUM";"000001";"  ";"009999";"  ";"28032";"N/D"
"00365250";"CALLE                   ";"DEL   ";"HORNO DE LABRADORES                             ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28032";"N/D"
"00365300";"TRAVESIA                ";"DEL   ";"HORNO DE LA MATA                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28004";"N/D"
"00365300";"TRAVESIA                ";"DEL   ";"HORNO DE LA MATA                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"impar";"NUM";"000001";"  ";"000063";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"impar";"NUM";"000065";"  ";"000083";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"impar";"NUM";"000085";"  ";"009999";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"par  ";"NUM";"000002";"  ";"000088";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"par  ";"NUM";"000090";"  ";"000112";"  ";"28004";"N/D"
"00365400";"CALLE                   ";"DE    ";"HORTALEZA                                       ";"par  ";"NUM";"000114";"  ";"009998";"  ";"28004";"N/D"
"00365600";"CAMINO                  ";"      ";"VIEJO DE HORTALEZA                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28042";"N/D"
"00365600";"CAMINO                  ";"      ";"VIEJO DE HORTALEZA                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28042";"N/D"
"00365700";"CALLE                   ";"DEL   ";"HORTELANO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"00365700";"CALLE                   ";"DEL   ";"HORTELANO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"00365800";"CALLE                   ";"DE LAS";"HORTENSIAS                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28016";"N/D"
"00365800";"CALLE                   ";"DE LAS";"HORTENSIAS                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28016";"N/D"
"00366000";"CALLE                   ";"DEL   ";"HOSPITAL                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28012";"N/D"
"00366000";"CALLE                   ";"DEL   ";"HOSPITAL                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28012";"N/D"
"00366150";"CALLE                   ";"DE    ";"HOSPITALET DE LLOBREGAT                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28034";"N/D"
"00366150";"CALLE                   ";"DE    ";"HOSPITALET DE LLOBREGAT                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28034";"N/D"
"00366325";"PASAJE                  ";"DE    ";"HOYO DE MANZANARES                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"N/D"
"00366325";"PASAJE                  ";"DE    ";"HOYO DE MANZANARES                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"N/D"
"00366330";"CALLE                   ";"DE    ";"HOYO DE PINARES                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28024";"N/D"
"00366330";"CALLE                   ";"DE    ";"HOYO DE PINARES                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28024";"N/D"
"00366500";"CALLE                   ";"DE    ";"HOYOS DEL ESPINO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"00366500";"CALLE                   ";"DE    ";"HOYOS DEL ESPINO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"00366600";"PASAJE                  ";"DE    ";"HOYOS DEL ESPINO                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"N/D"
"00366600";"PASAJE                  ";"DE    ";"HOYOS DEL ESPINO                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"N/D"
"00366700";"CALLE                   ";"DE    ";"HOYUELO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28007";"N/D"
"00366700";"CALLE                   ";"DE    ";"HOYUELO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28007";"N/D"
"00366800";"PLAZA                   ";"DE    ";"HUARTE DE SAN JUAN                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28011";"N/D"
